Unit ID,Condition,Persona,Story,Source unit,Atom,Atomic text,Argument label,AM label,Statement type,AM evidence,AM reason,In validation sample,Human reviewed,Human review label,Human corrected evidence/reason
B-A-05-001-01,B,C,5,1,1,You have been engaging in a variety of activities that contribute positively to your wellbeing.,CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-A-05-002-01,B,C,5,2,1,Your commitment to reading novels every day shows your dedication to personal growth and relaxation.,CLAIM,GROUNDED,Personal factual assertion,Reading novels: frequency everyday; importance 5/5; fun 5/5; motivation recovery/emotional wellbeing,Exact/profile-linked cue; verify scope and added details.,Yes,Yes,GROUNDED,Reading novels: frequency everyday; importance 5/5; fun 5/5; motivation recovery/emotional wellbeing
B-A-05-003-01,B,C,5,3,1,"Additionally, your exercise program and morning stretching routine help keep your body active and flexible, which is essential for maintaining good health.",CLAIM,GROUNDED,Recommendation,Exercise program: frequency a few times per week; importance 4/5; fun 3/5; motivation mobility/falls/health; Stretching: frequency every morning; importance 3/5; fun 3/5; motivation health/recovery,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-A-05-004-01,B,C,5,4,1,"Connecting with your sister through video calls and participating in the art study circle also enriches your social life, providing valuable moments of joy and connection.",CLAIM,GROUNDED,Personal factual assertion,Video call with sister: frequency once a week; importance 4/5; fun 4/5; companion extended family; Art study circle: frequency every other week; importance 3/5; fun 4/5; companion friend; motivation creative/social,Exact/profile-linked cue; verify scope and added details.,Yes,Yes,GROUNDED,matches persona
B-A-05-005-01,B,C,5,5,1,"Reflecting on the past week, you have indeed done something important.",NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-A-05-006-01,B,C,5,6,1,"By sticking to your exercise and stretching routines, you are taking care of your physical health.",CLAIM,GROUNDED,Personal factual assertion,Stretching: frequency every morning; importance 3/5; fun 3/5; motivation health/recovery,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-A-05-007-01,B,C,5,7,1,Your daily reading not only offers enjoyment but also stimulates your mind.,CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-A-05-008-01,B,C,5,8,1,"The video call with your sister strengthens your family bonds, while the art study circle allows you to share experiences with friends.",CLAIM,GROUNDED,Personal factual assertion,Video call with sister: frequency once a week; importance 4/5; fun 4/5; companion extended family; Art study circle: frequency every other week; importance 3/5; fun 4/5; companion friend; motivation creative/social,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-A-05-009-01,B,C,5,9,1,Each of these activities contributes to your overall wellbeing and happiness.,PREMISE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
B-A-05-010-01,B,C,5,10,1,"As you continue to engage in these meaningful activities, remember that they all play a significant role in your life.",CLAIM,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
B-A-05-011-01,B,C,5,11,1,"Each moment spent on exercise, reading, or connecting with loved ones adds purpose and fulfillment to your days.",CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-A-05-012-01,B,C,5,12,1,"Keep nurturing these habits, as they are vital for your health and happiness.",CLAIM,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-A-06-001-01,B,C,6,1,1,You have been engaging in a variety of activities that nourish both your body and mind.,CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile."
B-A-06-002-01,B,C,6,2,1,Your commitment to your exercise program and daily stretching shows how much you value your physical health.,NONE,GROUNDED,Personal factual assertion,Exercise program: frequency a few times per week; importance 4/5; fun 3/5; motivation mobility/falls/health; Stretching: frequency every morning; importance 3/5; fun 3/5; motivation health/recovery,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-A-06-003-01,B,C,6,3,1,"Meanwhile, reading novels allows you to escape into different worlds, and listening to music brings joy to your routine, creating a balanced lifestyle filled with recovery and enrichment.",CLAIM,GROUNDED,Personal factual assertion,Reading novels: frequency everyday; importance 5/5; fun 5/5; motivation recovery/emotional wellbeing; Listening to music: frequency every other day; importance 4/5; fun 4/5; motivation recovery/relaxation,Exact/profile-linked cue; verify scope and added details.,Yes,Yes,GROUNDED,activities match persona
B-A-06-004-01,B,C,6,4,1,"Reflecting on the past week, you participated in several important activities.",NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-A-06-005-01,B,C,6,5,1,"You continued your exercise program a few times, maintaining your physical fitness.",CLAIM,GROUNDED,Personal factual assertion,Exercise program: frequency a few times per week; importance 4/5; fun 3/5; motivation mobility/falls/health,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-A-06-006-01,B,C,6,6,1,"Each morning you dedicated time to stretch, nurturing your body’s flexibility.",NONE,GROUNDED,Personal factual assertion,Stretching: frequency every morning; importance 3/5; fun 3/5; motivation health/recovery,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-A-06-007-01,B,C,6,7,1,"You enjoyed reading every day, which not only entertains you but also enhances your well-being.",CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-A-06-008-01,B,C,6,8,1,"Additionally, your video call with your sister fostered meaningful connection, reminding you of the importance of social bonds.",CLAIM,GROUNDED,Personal factual assertion,Video call with sister: frequency once a week; importance 4/5; fun 4/5; companion extended family,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-A-06-009-01,B,C,6,9,1,"You also participated in your art study circle, sharing experiences and creativity with friends, which speaks to your dedication to nurturing relationships.",NONE,GROUNDED,Personal factual assertion,Art study circle: frequency every other week; importance 3/5; fun 4/5; companion friend; motivation creative/social,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-A-06-010-01,B,C,6,10,1,Each of these moments contributes to your overall happiness and health.,NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-A-06-011-01,B,C,6,11,1,Recognizing the value of these experiences can reinforce your sense of purpose and well-being.,CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-A-06-012-01,B,C,6,12,1,"Keep up the great work, as each step you take adds meaning to your life and those around you.",NONE,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-A-07-001-01,B,C,7,1,1,You have engaged in a variety of activities that contribute positively to your wellbeing.,NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-A-07-002-01,B,C,7,2,1,Your commitment to exercise a few times per week shows your dedication to maintaining physical health,CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-A-07-002-02,B,C,7,2,2,your daily stretching routine helps keep your body flexible and energized.,CLAIM,GROUNDED,Recommendation,Stretching: frequency every morning; importance 3/5; fun 3/5; motivation health/recovery,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-A-07-003-01,B,C,7,3,1,"Additionally, your love for reading novels every day provides you with a wonderful escape and enriches your mind.",CLAIM,GROUNDED,Personal factual assertion,Reading novels: frequency everyday; importance 5/5; fun 5/5; motivation recovery/emotional wellbeing,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-A-07-004-01,B,C,7,4,1,"Reflecting on the past week, you have balanced your physical, social, and recovery activities well.",CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-A-07-005-01,B,C,7,5,1,"You have enjoyed the pleasure of reading, which is a significant source of joy for you.",CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile."
B-A-07-006-01,B,C,7,6,1,Listening to music every other day has likely uplifted your spirits,CLAIM,GROUNDED,Personal factual assertion,Listening to music: frequency every other day; importance 4/5; fun 4/5; motivation recovery/relaxation,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-A-07-006-02,B,C,7,6,2,your weekly video call with your sister has strengthened your family bonds.,CLAIM,GROUNDED,Personal factual assertion,Video call with sister: frequency once a week; importance 4/5; fun 4/5; companion extended family,Exact/profile-linked cue; verify scope and added details.,Yes,Yes,GROUNDED,video call with sister: frequency once a week; importance 4/5; fun 4/5; companion extended family
B-A-07-007-01,B,C,7,7,1,Participating in the art study circle every other week has also allowed you to connect with friends and share your passion for creativity.,CLAIM,GROUNDED,Personal factual assertion,Art study circle: frequency every other week; importance 3/5; fun 4/5; companion friend; motivation creative/social,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-A-07-008-01,B,C,7,8,1,"As you continue to engage in these fulfilling activities, remember that each one contributes to your overall happiness and wellbeing.",CLAIM,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
B-A-07-009-01,B,C,7,9,1,"Your efforts to stay active, connect with loved ones, and nurture your interests are commendable.",NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-A-07-010-01,B,C,7,10,1,"Keep embracing these moments, as they bring purpose and meaning to your life.",CLAIM,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-A-08-001-01,B,C,8,1,1,It's wonderful to see how committed you are to your activities!,NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-A-08-002-01,B,C,8,2,1,"You have a lovely balance of physical, social, and recovery efforts in your routine.",NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-A-08-003-01,B,C,8,3,1,"From exercising a few times each week to reading your novels daily, you’re actively taking care of your body, mind, and connections with others.",NONE,GROUNDED,Personal factual assertion,Reading novels: frequency everyday; importance 5/5; fun 5/5; motivation recovery/emotional wellbeing,Exact/profile-linked cue; verify scope and added details.,Yes,Yes,GROUNDED,Reading novels: frequency everyday; importance 5/5; fun 5/5; motivation recovery/emotional wellbeing
B-A-08-004-01,B,C,8,4,1,"Your mix of stretching, music, and time spent with family and friends adds richness to your life.",NONE,GROUNDED,Personal factual assertion,Stretching: frequency every morning; importance 3/5; fun 3/5; motivation health/recovery; Listening to music: frequency every other day; importance 4/5; fun 4/5; motivation recovery/relaxation,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-A-08-005-01,B,C,8,5,1,"Reflecting on your past week, you have fulfilled your motives beautifully.",NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-A-08-006-01,B,C,8,6,1,"You engaged in your exercise program a few times, keeping your body active and strong.",NONE,GROUNDED,Personal factual assertion,Exercise program: frequency a few times per week; importance 4/5; fun 3/5; motivation mobility/falls/health,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-A-08-007-01,B,C,8,7,1,"Each morning, you took the time to stretch, fostering flexibility and comfort.",NONE,GROUNDED,Personal factual assertion,Stretching: frequency every morning; importance 3/5; fun 3/5; motivation health/recovery,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-A-08-008-01,B,C,8,8,1,"Your daily readings provided joy and relaxation, while listening to music every other day brought a sense of peace and enjoyment.",CLAIM,GROUNDED,Personal factual assertion,Listening to music: frequency every other day; importance 4/5; fun 4/5; motivation recovery/relaxation,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-A-08-009-01,B,C,8,9,1,"You also valued your social connections, having a video call with your sister once a week and participating in the art study circle every other week with your friend, creating meaningful moments.",NONE,GROUNDED,Personal factual assertion,Video call with sister: frequency once a week; importance 4/5; fun 4/5; companion extended family; Art study circle: frequency every other week; importance 3/5; fun 4/5; companion friend; motivation creative/social,Exact/profile-linked cue; verify scope and added details.,Yes,Yes,GROUNDED,"Video call with sister: frequency once a week; importance 4/5; fun 4/5; companion extended family, Art study circle: frequency every other week; importance 3/5; fun 4/5; companion friend; motivation creative/social"
B-A-08-010-01,B,C,8,10,1,It’s clear that these activities bring purpose and fulfillment to your life.,NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-A-08-011-01,B,C,8,11,1,They not only support your physical health but also nurture your spirit and relationships.,NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-A-08-012-01,B,C,8,12,1,Keep embracing these positive habits,NONE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
B-A-08-012-02,B,C,8,12,2,they are a testament to your commitment to well-being and happiness.,NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-B-01-001-01,B,E,1,1,1,You have a wonderful mix of activities that bring joy and fulfillment to your life.,NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-B-01-002-01,B,E,1,2,1,Your daily walks and caring for your grandchildren are not only beneficial for your physical health but also enrich your social connections.,PREMISE,GROUNDED,Personal factual assertion,Daily walk: frequency everyday; importance 5/5; fun 4/5; motivation health/energy; Care for grandchildren: frequency everyday; importance 5/5; fun 5/5; motivation family/obligation,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-B-01-003-01,B,E,1,3,1,"Engaging in group aerobics and participating in a local community organization adds variety and fun to your routine, while meditation and spending time in nature provide essential moments of recovery and peace.",CLAIM,GROUNDED,Personal factual assertion,Group aerobics: frequency a few times per week; importance 4/5; fun 5/5; motivation fun/energy/social contact; Meditate: frequency a few times per week; importance 4/5; fun 3/5; motivation recovery/emotional wellbeing; Spend time in nature: frequency everyday; importance 4/5; fun 3/5; motivation recovery/emotional wellbeing; Local community organisation: frequency once a week; importance 4/5; fun 4/5; motivation social/community contribution,Exact/profile-linked cue; verify scope and added details.,Yes,Yes,GROUNDED,"Group aerobics: frequency a few times per week; importance 4/5; fun 5/5; motivation fun/energy/social contact, Local community: frequency once a week; importance 4/5; fun 4/5; motivation social/community contribution"
B-B-01-004-01,B,E,1,4,1,"This coming week, consider prioritizing your daily walks and time with your grandchildren, as both activities are highly important and enjoyable for you.",CLAIM,GROUNDED,Recommendation,Daily walk: frequency everyday; importance 5/5; fun 4/5; motivation health/energy; Care for grandchildren: frequency everyday; importance 5/5; fun 5/5; motivation family/obligation,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-B-01-005-01,B,E,1,5,1,"You might also want to include group aerobics a few times, as it adds a social element and keeps your body active.",CLAIM,GROUNDED,Recommendation,Group aerobics: frequency a few times per week; importance 4/5; fun 5/5; motivation fun/energy/social contact,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-B-01-006-01,B,E,1,6,1,Dont forget to engage with your community organization,CLAIM,GROUNDED,Personal factual assertion,Local community organisation: frequency once a week; importance 4/5; fun 4/5; motivation social/community contribution,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-B-01-006-02,B,E,1,6,2,it’s a great way to connect with friends and share experiences.,CLAIM,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
B-B-01-007-01,B,E,1,7,1,Balancing these activities will help create a week filled with happiness and connection.,PREMISE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
B-B-01-008-01,B,E,1,8,1,"Remember, each activity you choose contributes to your overall wellbeing.",CLAIM,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
B-B-01-009-01,B,E,1,9,1,"Embrace the joy of being active, social, and mindful.",NONE,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
B-B-01-010-01,B,E,1,10,1,"You have the power to shape your week into a fulfilling experience, and I believe you can make it a truly happy one.",NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile."
B-B-02-001-01,B,E,2,1,1,"You are already engaged in a wonderful variety of activities, B.",NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-B-02-002-01,B,E,2,2,1,Your daily walks and caring for your grandchildren bring joy and connection to your life.,CLAIM,GROUNDED,Personal factual assertion,Daily walk: frequency everyday; importance 5/5; fun 4/5; motivation health/energy; Care for grandchildren: frequency everyday; importance 5/5; fun 5/5; motivation family/obligation,Exact/profile-linked cue; verify scope and added details.,Yes,Yes,GROUNDED,Daily walk: frequency everyday; importance 5/5; fun 4/5; motivation health/energy; Care for grandchildren: frequency everyday; importance 5/5; fun 5/5; motivation family/obligation
B-B-02-003-01,B,E,2,3,1,"Group aerobics and spending time in nature add both physical movement and relaxation, making your routines well-rounded and fulfilling.",CLAIM,GROUNDED,Personal factual assertion,Group aerobics: frequency a few times per week; importance 4/5; fun 5/5; motivation fun/energy/social contact; Spend time in nature: frequency everyday; importance 4/5; fun 3/5; motivation recovery/emotional wellbeing,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-B-02-004-01,B,E,2,4,1,These activities reflect your commitment to your health and happiness.,NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-B-02-005-01,B,E,2,5,1,"For the coming week, consider prioritizing your daily walks and time with your grandchildren.",CLAIM,GROUNDED,Recommendation,Daily walk: frequency everyday; importance 5/5; fun 4/5; motivation health/energy; Care for grandchildren: frequency everyday; importance 5/5; fun 5/5; motivation family/obligation,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-B-02-006-01,B,E,2,6,1,These activities are highly important and bring you great joy.,PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-B-02-007-01,B,E,2,7,1,You might also want to include a session of group aerobics to keep your body active,CLAIM,GROUNDED,Recommendation,Group aerobics: frequency a few times per week; importance 4/5; fun 5/5; motivation fun/energy/social contact,Exact/profile-linked cue; verify scope and added details.,Yes,Yes,GROUNDED,activity matches the persona
B-B-02-007-02,B,E,2,7,2,it’s not just fun but also an excellent way to boost your mood.,CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-B-02-008-01,B,E,2,8,1,"Additionally, think about engaging with your local community organization, as it will enrich your social connections.",CLAIM,GROUNDED,Personal factual assertion,Local community organisation: frequency once a week; importance 4/5; fun 4/5; motivation social/community contribution,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-B-02-009-01,B,E,2,9,1,"Balancing these activities with your meditation practice can provide you with recovery time, helping you to feel refreshed and ready for each day.",CLAIM,GROUNDED,Personal factual assertion,Meditate: frequency a few times per week; importance 4/5; fun 3/5; motivation recovery/emotional wellbeing,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-B-02-010-01,B,E,2,10,1,"As you plan your week, remember that each activity you choose contributes to your well-being.",CLAIM,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
B-B-02-011-01,B,E,2,11,1,"Finding joy in movement, connection, and reflection will help create a happy week ahead.",CLAIM,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
B-B-02-012-01,B,E,2,12,1,Embrace the opportunities to nurture yourself and those around you.,NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-B-03-001-01,B,E,3,1,1,"You have a wonderful mix of activities that support your physical, social, and emotional wellbeing.",CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-B-03-002-01,B,E,3,2,1,Your daily walks and caring for your grandchildren not only keep you active but also bring joy and connection to your life.,CLAIM,GROUNDED,Recommendation,Daily walk: frequency everyday; importance 5/5; fun 4/5; motivation health/energy; Care for grandchildren: frequency everyday; importance 5/5; fun 5/5; motivation family/obligation,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-B-03-003-01,B,E,3,3,1,"Engaging in group aerobics and participating in a local community organization adds variety and fun to your routine, while meditation and spending time in nature help you recharge.",CLAIM,GROUNDED,Personal factual assertion,Group aerobics: frequency a few times per week; importance 4/5; fun 5/5; motivation fun/energy/social contact; Meditate: frequency a few times per week; importance 4/5; fun 3/5; motivation recovery/emotional wellbeing; Spend time in nature: frequency everyday; importance 4/5; fun 3/5; motivation recovery/emotional wellbeing; Local community organisation: frequency once a week; importance 4/5; fun 4/5; motivation social/community contribution,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-B-03-004-01,B,E,3,4,1,"To make the coming week more recovering, consider increasing your meditation sessions.",CLAIM,GROUNDED,Recommendation,Meditate: frequency a few times per week; importance 4/5; fun 3/5; motivation recovery/emotional wellbeing,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-B-03-005-01,B,E,3,5,1,Even a few extra minutes each day can enhance your sense of calm and clarity.,PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-B-03-006-01,B,E,3,6,1,"You might also want to dedicate some time to reflect on your experiences with your grandchildren, perhaps by sharing stories or engaging in creative activities together.",CLAIM,GROUNDED,Personal factual assertion,Care for grandchildren: frequency everyday; importance 5/5; fun 5/5; motivation family/obligation,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-B-03-007-01,B,E,3,7,1,This can deepen your bond and provide a sense of fulfillment.,PREMISE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-B-03-008-01,B,E,3,8,1,"Additionally, try to incorporate more time in nature, whether it’s a longer walk or simply sitting outside to enjoy the fresh air.",CLAIM,GROUNDED,Recommendation,Spend time in nature: frequency everyday; importance 4/5; fun 3/5; motivation recovery/emotional wellbeing,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-B-03-009-01,B,E,3,9,1,"Remember, each small step you take towards recovery is meaningful.",CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-B-03-010-01,B,E,3,10,1,Your commitment to these activities shows your dedication to your wellbeing.,CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile."
B-B-03-011-01,B,E,3,11,1,Embrace this week as an opportunity to nurture yourself and enjoy the connections that bring you joy.,NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,no evidence
B-B-04-001-01,B,E,4,1,1,You have a wonderful variety of activities that bring joy and connection to your life.,NONE,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-B-04-002-01,B,E,4,2,1,"Engaging in group aerobics, daily walks, spending time with your grandchildren, and participating in a local community organization all contribute significantly to your physical health and social wellbeing.",CLAIM,GROUNDED,Personal factual assertion,Group aerobics: frequency a few times per week; importance 4/5; fun 5/5; motivation fun/energy/social contact; Daily walk: frequency everyday; importance 5/5; fun 4/5; motivation health/energy; Care for grandchildren: frequency everyday; importance 5/5; fun 5/5; motivation family/obligation; Local community organisation: frequency once a week; importance 4/5; fun 4/5; motivation social/community contribution,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-B-04-003-01,B,E,4,3,1,"Each of these activities is meaningful to you, providing a balance of fun and importance.",CLAIM,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
B-B-04-004-01,B,E,4,4,1,"To make this coming week more focused on recovery, consider adding a few more moments of mindfulness to your daily routine.",CLAIM,GROUNDED,Recommendation,Meditate: frequency a few times per week; importance 4/5; fun 3/5; motivation recovery/emotional wellbeing,Exact/profile-linked cue; verify scope and added details.,No,No,,
B-B-04-005-01,B,E,4,5,1,"You could set aside a specific time for meditation each day, even if it’s just for 10 minutes.",CLAIM,GROUNDED,Personal factual assertion,Meditate: frequency a few times per week; importance 4/5; fun 3/5; motivation recovery/emotional wellbeing,Exact/profile-linked cue; verify scope and added details.,No,No,,
