persona,story,segment,text,gold_label,story_adu_count,target_position,story_context,predicted_label,is_correct
C,4,1,"You have a lovely mix of activities in your week, balancing social connections, physical movement, and opportunities for relaxation.",NONE,10,1,"ADU 1 [TARGET]: You have a lovely mix of activities in your week, balancing social connections, physical movement, and opportunities for relaxation.
ADU 2: Your gardening and daily walks provide you with a wonderful way to stay active, while also giving you moments to enjoy nature.
ADU 3: Calling your children and participating in your handicraft circle allow you to connect with loved ones and engage in creative projects, which are equally important for your wellbeing.
ADU 4: To make the coming week more restorative, consider increasing the time you spend on recovery activities.
ADU 5: You might choose to read a book a little more often, enhancing your relaxation.
ADU 6: Perhaps you could also arrange a movie night with family or friends, bringing together both fun and connection.
ADU 7: Given your enjoyment of gardening, you could spend some extra time nurturing your plants, allowing that time in nature to be both physical and calming.
ADU 8: Remember, every small effort contributes to your overall wellbeing.
ADU 9: Focusing on these recovery activities can help you feel more balanced and energized.
ADU 10: You are creating a life filled with meaning and enjoyment, and each step you take towards self-care is a step in the right direction.",CLAIM,False
C,4,2,"Your gardening and daily walks provide you with a wonderful way to stay active, while also giving you moments to enjoy nature.",PREMISE,10,2,"ADU 1: You have a lovely mix of activities in your week, balancing social connections, physical movement, and opportunities for relaxation.
ADU 2 [TARGET]: Your gardening and daily walks provide you with a wonderful way to stay active, while also giving you moments to enjoy nature.
ADU 3: Calling your children and participating in your handicraft circle allow you to connect with loved ones and engage in creative projects, which are equally important for your wellbeing.
ADU 4: To make the coming week more restorative, consider increasing the time you spend on recovery activities.
ADU 5: You might choose to read a book a little more often, enhancing your relaxation.
ADU 6: Perhaps you could also arrange a movie night with family or friends, bringing together both fun and connection.
ADU 7: Given your enjoyment of gardening, you could spend some extra time nurturing your plants, allowing that time in nature to be both physical and calming.
ADU 8: Remember, every small effort contributes to your overall wellbeing.
ADU 9: Focusing on these recovery activities can help you feel more balanced and energized.
ADU 10: You are creating a life filled with meaning and enjoyment, and each step you take towards self-care is a step in the right direction.",CLAIM,False
C,4,9,Focusing on these recovery activities can help you feel more balanced and energized.,PREMISE,10,9,"ADU 1: You have a lovely mix of activities in your week, balancing social connections, physical movement, and opportunities for relaxation.
ADU 2: Your gardening and daily walks provide you with a wonderful way to stay active, while also giving you moments to enjoy nature.
ADU 3: Calling your children and participating in your handicraft circle allow you to connect with loved ones and engage in creative projects, which are equally important for your wellbeing.
ADU 4: To make the coming week more restorative, consider increasing the time you spend on recovery activities.
ADU 5: You might choose to read a book a little more often, enhancing your relaxation.
ADU 6: Perhaps you could also arrange a movie night with family or friends, bringing together both fun and connection.
ADU 7: Given your enjoyment of gardening, you could spend some extra time nurturing your plants, allowing that time in nature to be both physical and calming.
ADU 8: Remember, every small effort contributes to your overall wellbeing.
ADU 9 [TARGET]: Focusing on these recovery activities can help you feel more balanced and energized.
ADU 10: You are creating a life filled with meaning and enjoyment, and each step you take towards self-care is a step in the right direction.",CLAIM,False
C,4,10,"You are creating a life filled with meaning and enjoyment, and each step you take towards self-care is a step in the right direction.",NONE,10,10,"ADU 1: You have a lovely mix of activities in your week, balancing social connections, physical movement, and opportunities for relaxation.
ADU 2: Your gardening and daily walks provide you with a wonderful way to stay active, while also giving you moments to enjoy nature.
ADU 3: Calling your children and participating in your handicraft circle allow you to connect with loved ones and engage in creative projects, which are equally important for your wellbeing.
ADU 4: To make the coming week more restorative, consider increasing the time you spend on recovery activities.
ADU 5: You might choose to read a book a little more often, enhancing your relaxation.
ADU 6: Perhaps you could also arrange a movie night with family or friends, bringing together both fun and connection.
ADU 7: Given your enjoyment of gardening, you could spend some extra time nurturing your plants, allowing that time in nature to be both physical and calming.
ADU 8: Remember, every small effort contributes to your overall wellbeing.
ADU 9: Focusing on these recovery activities can help you feel more balanced and energized.
ADU 10 [TARGET]: You are creating a life filled with meaning and enjoyment, and each step you take towards self-care is a step in the right direction.",CLAIM,False
C,5,1,You have been engaging in a variety of activities that contribute positively to your wellbeing.,NONE,12,1,"ADU 1 [TARGET]: You have been engaging in a variety of activities that contribute positively to your wellbeing.
ADU 2: Your gardening brings you joy and helps you stay active, while your daily walks keep you physically fit.
ADU 3: Relaxing with a good book or watching your favorite shows provides you with much-needed recovery time.
ADU 4: Connecting with your children and friends through calls and walks adds a wonderful social element to your week, enriching your life with meaningful relationships.
ADU 5: Reflecting on the past week, you have indeed done something important.
ADU 6: You made time for your gardening, which not only nurtures your plants but also your spirit.
ADU 7: Your daily walks and moments of relaxation have helped you maintain a balanced routine.
ADU 8: Additionally, your calls with your children and walks with friends foster strong connections, reminding you of the love and support in your life.
ADU 9: Each of these activities holds significance, contributing to your overall happiness and health.
ADU 10: As you continue to engage in these fulfilling activities, remember that each small step you take is meaningful.
ADU 11: Your commitment to staying active, nurturing relationships, and allowing yourself time to relax is commendable.
ADU 12: Keep embracing these moments, as they are essential for your wellbeing and bring purpose to your days.",CLAIM,False
C,5,2,"Your gardening brings you joy and helps you stay active, while your daily walks keep you physically fit.",CLAIM,12,2,"ADU 1: You have been engaging in a variety of activities that contribute positively to your wellbeing.
ADU 2 [TARGET]: Your gardening brings you joy and helps you stay active, while your daily walks keep you physically fit.
ADU 3: Relaxing with a good book or watching your favorite shows provides you with much-needed recovery time.
ADU 4: Connecting with your children and friends through calls and walks adds a wonderful social element to your week, enriching your life with meaningful relationships.
ADU 5: Reflecting on the past week, you have indeed done something important.
ADU 6: You made time for your gardening, which not only nurtures your plants but also your spirit.
ADU 7: Your daily walks and moments of relaxation have helped you maintain a balanced routine.
ADU 8: Additionally, your calls with your children and walks with friends foster strong connections, reminding you of the love and support in your life.
ADU 9: Each of these activities holds significance, contributing to your overall happiness and health.
ADU 10: As you continue to engage in these fulfilling activities, remember that each small step you take is meaningful.
ADU 11: Your commitment to staying active, nurturing relationships, and allowing yourself time to relax is commendable.
ADU 12: Keep embracing these moments, as they are essential for your wellbeing and bring purpose to your days.",PREMISE,False
C,5,3,Relaxing with a good book or watching your favorite shows provides you with much-needed recovery time.,PREMISE,12,3,"ADU 1: You have been engaging in a variety of activities that contribute positively to your wellbeing.
ADU 2: Your gardening brings you joy and helps you stay active, while your daily walks keep you physically fit.
ADU 3 [TARGET]: Relaxing with a good book or watching your favorite shows provides you with much-needed recovery time.
ADU 4: Connecting with your children and friends through calls and walks adds a wonderful social element to your week, enriching your life with meaningful relationships.
ADU 5: Reflecting on the past week, you have indeed done something important.
ADU 6: You made time for your gardening, which not only nurtures your plants but also your spirit.
ADU 7: Your daily walks and moments of relaxation have helped you maintain a balanced routine.
ADU 8: Additionally, your calls with your children and walks with friends foster strong connections, reminding you of the love and support in your life.
ADU 9: Each of these activities holds significance, contributing to your overall happiness and health.
ADU 10: As you continue to engage in these fulfilling activities, remember that each small step you take is meaningful.
ADU 11: Your commitment to staying active, nurturing relationships, and allowing yourself time to relax is commendable.
ADU 12: Keep embracing these moments, as they are essential for your wellbeing and bring purpose to your days.",CLAIM,False
C,5,5,"Reflecting on the past week, you have indeed done something important.",NONE,12,5,"ADU 1: You have been engaging in a variety of activities that contribute positively to your wellbeing.
ADU 2: Your gardening brings you joy and helps you stay active, while your daily walks keep you physically fit.
ADU 3: Relaxing with a good book or watching your favorite shows provides you with much-needed recovery time.
ADU 4: Connecting with your children and friends through calls and walks adds a wonderful social element to your week, enriching your life with meaningful relationships.
ADU 5 [TARGET]: Reflecting on the past week, you have indeed done something important.
ADU 6: You made time for your gardening, which not only nurtures your plants but also your spirit.
ADU 7: Your daily walks and moments of relaxation have helped you maintain a balanced routine.
ADU 8: Additionally, your calls with your children and walks with friends foster strong connections, reminding you of the love and support in your life.
ADU 9: Each of these activities holds significance, contributing to your overall happiness and health.
ADU 10: As you continue to engage in these fulfilling activities, remember that each small step you take is meaningful.
ADU 11: Your commitment to staying active, nurturing relationships, and allowing yourself time to relax is commendable.
ADU 12: Keep embracing these moments, as they are essential for your wellbeing and bring purpose to your days.",CLAIM,False
C,5,6,"You made time for your gardening, which not only nurtures your plants but also your spirit.",PREMISE,12,6,"ADU 1: You have been engaging in a variety of activities that contribute positively to your wellbeing.
ADU 2: Your gardening brings you joy and helps you stay active, while your daily walks keep you physically fit.
ADU 3: Relaxing with a good book or watching your favorite shows provides you with much-needed recovery time.
ADU 4: Connecting with your children and friends through calls and walks adds a wonderful social element to your week, enriching your life with meaningful relationships.
ADU 5: Reflecting on the past week, you have indeed done something important.
ADU 6 [TARGET]: You made time for your gardening, which not only nurtures your plants but also your spirit.
ADU 7: Your daily walks and moments of relaxation have helped you maintain a balanced routine.
ADU 8: Additionally, your calls with your children and walks with friends foster strong connections, reminding you of the love and support in your life.
ADU 9: Each of these activities holds significance, contributing to your overall happiness and health.
ADU 10: As you continue to engage in these fulfilling activities, remember that each small step you take is meaningful.
ADU 11: Your commitment to staying active, nurturing relationships, and allowing yourself time to relax is commendable.
ADU 12: Keep embracing these moments, as they are essential for your wellbeing and bring purpose to your days.",CLAIM,False
C,5,7,Your daily walks and moments of relaxation have helped you maintain a balanced routine.,PREMISE,12,7,"ADU 1: You have been engaging in a variety of activities that contribute positively to your wellbeing.
ADU 2: Your gardening brings you joy and helps you stay active, while your daily walks keep you physically fit.
ADU 3: Relaxing with a good book or watching your favorite shows provides you with much-needed recovery time.
ADU 4: Connecting with your children and friends through calls and walks adds a wonderful social element to your week, enriching your life with meaningful relationships.
ADU 5: Reflecting on the past week, you have indeed done something important.
ADU 6: You made time for your gardening, which not only nurtures your plants but also your spirit.
ADU 7 [TARGET]: Your daily walks and moments of relaxation have helped you maintain a balanced routine.
ADU 8: Additionally, your calls with your children and walks with friends foster strong connections, reminding you of the love and support in your life.
ADU 9: Each of these activities holds significance, contributing to your overall happiness and health.
ADU 10: As you continue to engage in these fulfilling activities, remember that each small step you take is meaningful.
ADU 11: Your commitment to staying active, nurturing relationships, and allowing yourself time to relax is commendable.
ADU 12: Keep embracing these moments, as they are essential for your wellbeing and bring purpose to your days.",CLAIM,False
C,5,8,"Additionally, your calls with your children and walks with friends foster strong connections, reminding you of the love and support in your life.",NONE,12,8,"ADU 1: You have been engaging in a variety of activities that contribute positively to your wellbeing.
ADU 2: Your gardening brings you joy and helps you stay active, while your daily walks keep you physically fit.
ADU 3: Relaxing with a good book or watching your favorite shows provides you with much-needed recovery time.
ADU 4: Connecting with your children and friends through calls and walks adds a wonderful social element to your week, enriching your life with meaningful relationships.
ADU 5: Reflecting on the past week, you have indeed done something important.
ADU 6: You made time for your gardening, which not only nurtures your plants but also your spirit.
ADU 7: Your daily walks and moments of relaxation have helped you maintain a balanced routine.
ADU 8 [TARGET]: Additionally, your calls with your children and walks with friends foster strong connections, reminding you of the love and support in your life.
ADU 9: Each of these activities holds significance, contributing to your overall happiness and health.
ADU 10: As you continue to engage in these fulfilling activities, remember that each small step you take is meaningful.
ADU 11: Your commitment to staying active, nurturing relationships, and allowing yourself time to relax is commendable.
ADU 12: Keep embracing these moments, as they are essential for your wellbeing and bring purpose to your days.",PREMISE,False
C,5,9,"Each of these activities holds significance, contributing to your overall happiness and health.",NONE,12,9,"ADU 1: You have been engaging in a variety of activities that contribute positively to your wellbeing.
ADU 2: Your gardening brings you joy and helps you stay active, while your daily walks keep you physically fit.
ADU 3: Relaxing with a good book or watching your favorite shows provides you with much-needed recovery time.
ADU 4: Connecting with your children and friends through calls and walks adds a wonderful social element to your week, enriching your life with meaningful relationships.
ADU 5: Reflecting on the past week, you have indeed done something important.
ADU 6: You made time for your gardening, which not only nurtures your plants but also your spirit.
ADU 7: Your daily walks and moments of relaxation have helped you maintain a balanced routine.
ADU 8: Additionally, your calls with your children and walks with friends foster strong connections, reminding you of the love and support in your life.
ADU 9 [TARGET]: Each of these activities holds significance, contributing to your overall happiness and health.
ADU 10: As you continue to engage in these fulfilling activities, remember that each small step you take is meaningful.
ADU 11: Your commitment to staying active, nurturing relationships, and allowing yourself time to relax is commendable.
ADU 12: Keep embracing these moments, as they are essential for your wellbeing and bring purpose to your days.",CLAIM,False
C,5,10,"As you continue to engage in these fulfilling activities, remember that each small step you take is meaningful.",NONE,12,10,"ADU 1: You have been engaging in a variety of activities that contribute positively to your wellbeing.
ADU 2: Your gardening brings you joy and helps you stay active, while your daily walks keep you physically fit.
ADU 3: Relaxing with a good book or watching your favorite shows provides you with much-needed recovery time.
ADU 4: Connecting with your children and friends through calls and walks adds a wonderful social element to your week, enriching your life with meaningful relationships.
ADU 5: Reflecting on the past week, you have indeed done something important.
ADU 6: You made time for your gardening, which not only nurtures your plants but also your spirit.
ADU 7: Your daily walks and moments of relaxation have helped you maintain a balanced routine.
ADU 8: Additionally, your calls with your children and walks with friends foster strong connections, reminding you of the love and support in your life.
ADU 9: Each of these activities holds significance, contributing to your overall happiness and health.
ADU 10 [TARGET]: As you continue to engage in these fulfilling activities, remember that each small step you take is meaningful.
ADU 11: Your commitment to staying active, nurturing relationships, and allowing yourself time to relax is commendable.
ADU 12: Keep embracing these moments, as they are essential for your wellbeing and bring purpose to your days.",CLAIM,False
C,5,11,"Your commitment to staying active, nurturing relationships, and allowing yourself time to relax is commendable.",NONE,12,11,"ADU 1: You have been engaging in a variety of activities that contribute positively to your wellbeing.
ADU 2: Your gardening brings you joy and helps you stay active, while your daily walks keep you physically fit.
ADU 3: Relaxing with a good book or watching your favorite shows provides you with much-needed recovery time.
ADU 4: Connecting with your children and friends through calls and walks adds a wonderful social element to your week, enriching your life with meaningful relationships.
ADU 5: Reflecting on the past week, you have indeed done something important.
ADU 6: You made time for your gardening, which not only nurtures your plants but also your spirit.
ADU 7: Your daily walks and moments of relaxation have helped you maintain a balanced routine.
ADU 8: Additionally, your calls with your children and walks with friends foster strong connections, reminding you of the love and support in your life.
ADU 9: Each of these activities holds significance, contributing to your overall happiness and health.
ADU 10: As you continue to engage in these fulfilling activities, remember that each small step you take is meaningful.
ADU 11 [TARGET]: Your commitment to staying active, nurturing relationships, and allowing yourself time to relax is commendable.
ADU 12: Keep embracing these moments, as they are essential for your wellbeing and bring purpose to your days.",CLAIM,False
C,5,12,"Keep embracing these moments, as they are essential for your wellbeing and bring purpose to your days.",NONE,12,12,"ADU 1: You have been engaging in a variety of activities that contribute positively to your wellbeing.
ADU 2: Your gardening brings you joy and helps you stay active, while your daily walks keep you physically fit.
ADU 3: Relaxing with a good book or watching your favorite shows provides you with much-needed recovery time.
ADU 4: Connecting with your children and friends through calls and walks adds a wonderful social element to your week, enriching your life with meaningful relationships.
ADU 5: Reflecting on the past week, you have indeed done something important.
ADU 6: You made time for your gardening, which not only nurtures your plants but also your spirit.
ADU 7: Your daily walks and moments of relaxation have helped you maintain a balanced routine.
ADU 8: Additionally, your calls with your children and walks with friends foster strong connections, reminding you of the love and support in your life.
ADU 9: Each of these activities holds significance, contributing to your overall happiness and health.
ADU 10: As you continue to engage in these fulfilling activities, remember that each small step you take is meaningful.
ADU 11: Your commitment to staying active, nurturing relationships, and allowing yourself time to relax is commendable.
ADU 12 [TARGET]: Keep embracing these moments, as they are essential for your wellbeing and bring purpose to your days.",CLAIM,False
C,6,1,You have engaged in a variety of meaningful activities over the past week that contribute to your wellbeing.,NONE,12,1,"ADU 1 [TARGET]: You have engaged in a variety of meaningful activities over the past week that contribute to your wellbeing.
ADU 2: Your commitment to gardening, going for daily walks, and connecting with family through calls or visits shows a balanced approach to physical health, social interaction, and personal enjoyment.
ADU 3: Each of these activities plays an important role in your overall wellbeing.
ADU 4: Reflecting on your week, you can indeed recognize the importance of what you have done.
ADU 5: Your daily walks not only keep you active but also offer time for reflection and enjoyment of your surroundings.
ADU 6: Relaxing with a book or watching a movie provides recovery time, which is essential.
ADU 7: Furthermore, your weekly call with your children and your walks with friends strengthen your social bonds, bringing joy and support.
ADU 8: Each of these moments reflects the importance of connection and care in your life.
ADU 9: As you look back, remember that every small step counts.
ADU 10: Your activities not only nurture your physical health but also nourish your spirit and relationships.
ADU 11: Keep embracing these experiences; they add purpose and joy to your days.
ADU 12: Your choices reflect a wonderful commitment to living well.",CLAIM,False
C,6,2,"Your commitment to gardening, going for daily walks, and connecting with family through calls or visits shows a balanced approach to physical health, social interaction, and personal enjoyment.",NONE,12,2,"ADU 1: You have engaged in a variety of meaningful activities over the past week that contribute to your wellbeing.
ADU 2 [TARGET]: Your commitment to gardening, going for daily walks, and connecting with family through calls or visits shows a balanced approach to physical health, social interaction, and personal enjoyment.
ADU 3: Each of these activities plays an important role in your overall wellbeing.
ADU 4: Reflecting on your week, you can indeed recognize the importance of what you have done.
ADU 5: Your daily walks not only keep you active but also offer time for reflection and enjoyment of your surroundings.
ADU 6: Relaxing with a book or watching a movie provides recovery time, which is essential.
ADU 7: Furthermore, your weekly call with your children and your walks with friends strengthen your social bonds, bringing joy and support.
ADU 8: Each of these moments reflects the importance of connection and care in your life.
ADU 9: As you look back, remember that every small step counts.
ADU 10: Your activities not only nurture your physical health but also nourish your spirit and relationships.
ADU 11: Keep embracing these experiences; they add purpose and joy to your days.
ADU 12: Your choices reflect a wonderful commitment to living well.",CLAIM,False
C,6,3,Each of these activities plays an important role in your overall wellbeing.,NONE,12,3,"ADU 1: You have engaged in a variety of meaningful activities over the past week that contribute to your wellbeing.
ADU 2: Your commitment to gardening, going for daily walks, and connecting with family through calls or visits shows a balanced approach to physical health, social interaction, and personal enjoyment.
ADU 3 [TARGET]: Each of these activities plays an important role in your overall wellbeing.
ADU 4: Reflecting on your week, you can indeed recognize the importance of what you have done.
ADU 5: Your daily walks not only keep you active but also offer time for reflection and enjoyment of your surroundings.
ADU 6: Relaxing with a book or watching a movie provides recovery time, which is essential.
ADU 7: Furthermore, your weekly call with your children and your walks with friends strengthen your social bonds, bringing joy and support.
ADU 8: Each of these moments reflects the importance of connection and care in your life.
ADU 9: As you look back, remember that every small step counts.
ADU 10: Your activities not only nurture your physical health but also nourish your spirit and relationships.
ADU 11: Keep embracing these experiences; they add purpose and joy to your days.
ADU 12: Your choices reflect a wonderful commitment to living well.",CLAIM,False
C,6,4,"Reflecting on your week, you can indeed recognize the importance of what you have done.",NONE,12,4,"ADU 1: You have engaged in a variety of meaningful activities over the past week that contribute to your wellbeing.
ADU 2: Your commitment to gardening, going for daily walks, and connecting with family through calls or visits shows a balanced approach to physical health, social interaction, and personal enjoyment.
ADU 3: Each of these activities plays an important role in your overall wellbeing.
ADU 4 [TARGET]: Reflecting on your week, you can indeed recognize the importance of what you have done.
ADU 5: Your daily walks not only keep you active but also offer time for reflection and enjoyment of your surroundings.
ADU 6: Relaxing with a book or watching a movie provides recovery time, which is essential.
ADU 7: Furthermore, your weekly call with your children and your walks with friends strengthen your social bonds, bringing joy and support.
ADU 8: Each of these moments reflects the importance of connection and care in your life.
ADU 9: As you look back, remember that every small step counts.
ADU 10: Your activities not only nurture your physical health but also nourish your spirit and relationships.
ADU 11: Keep embracing these experiences; they add purpose and joy to your days.
ADU 12: Your choices reflect a wonderful commitment to living well.",CLAIM,False
C,6,5,Your daily walks not only keep you active but also offer time for reflection and enjoyment of your surroundings.,CLAIM,12,5,"ADU 1: You have engaged in a variety of meaningful activities over the past week that contribute to your wellbeing.
ADU 2: Your commitment to gardening, going for daily walks, and connecting with family through calls or visits shows a balanced approach to physical health, social interaction, and personal enjoyment.
ADU 3: Each of these activities plays an important role in your overall wellbeing.
ADU 4: Reflecting on your week, you can indeed recognize the importance of what you have done.
ADU 5 [TARGET]: Your daily walks not only keep you active but also offer time for reflection and enjoyment of your surroundings.
ADU 6: Relaxing with a book or watching a movie provides recovery time, which is essential.
ADU 7: Furthermore, your weekly call with your children and your walks with friends strengthen your social bonds, bringing joy and support.
ADU 8: Each of these moments reflects the importance of connection and care in your life.
ADU 9: As you look back, remember that every small step counts.
ADU 10: Your activities not only nurture your physical health but also nourish your spirit and relationships.
ADU 11: Keep embracing these experiences; they add purpose and joy to your days.
ADU 12: Your choices reflect a wonderful commitment to living well.",PREMISE,False
C,6,8,Each of these moments reflects the importance of connection and care in your life.,NONE,12,8,"ADU 1: You have engaged in a variety of meaningful activities over the past week that contribute to your wellbeing.
ADU 2: Your commitment to gardening, going for daily walks, and connecting with family through calls or visits shows a balanced approach to physical health, social interaction, and personal enjoyment.
ADU 3: Each of these activities plays an important role in your overall wellbeing.
ADU 4: Reflecting on your week, you can indeed recognize the importance of what you have done.
ADU 5: Your daily walks not only keep you active but also offer time for reflection and enjoyment of your surroundings.
ADU 6: Relaxing with a book or watching a movie provides recovery time, which is essential.
ADU 7: Furthermore, your weekly call with your children and your walks with friends strengthen your social bonds, bringing joy and support.
ADU 8 [TARGET]: Each of these moments reflects the importance of connection and care in your life.
ADU 9: As you look back, remember that every small step counts.
ADU 10: Your activities not only nurture your physical health but also nourish your spirit and relationships.
ADU 11: Keep embracing these experiences; they add purpose and joy to your days.
ADU 12: Your choices reflect a wonderful commitment to living well.",CLAIM,False
C,6,9,"As you look back, remember that every small step counts.",NONE,12,9,"ADU 1: You have engaged in a variety of meaningful activities over the past week that contribute to your wellbeing.
ADU 2: Your commitment to gardening, going for daily walks, and connecting with family through calls or visits shows a balanced approach to physical health, social interaction, and personal enjoyment.
ADU 3: Each of these activities plays an important role in your overall wellbeing.
ADU 4: Reflecting on your week, you can indeed recognize the importance of what you have done.
ADU 5: Your daily walks not only keep you active but also offer time for reflection and enjoyment of your surroundings.
ADU 6: Relaxing with a book or watching a movie provides recovery time, which is essential.
ADU 7: Furthermore, your weekly call with your children and your walks with friends strengthen your social bonds, bringing joy and support.
ADU 8: Each of these moments reflects the importance of connection and care in your life.
ADU 9 [TARGET]: As you look back, remember that every small step counts.
ADU 10: Your activities not only nurture your physical health but also nourish your spirit and relationships.
ADU 11: Keep embracing these experiences; they add purpose and joy to your days.
ADU 12: Your choices reflect a wonderful commitment to living well.",CLAIM,False
C,6,10,Your activities not only nurture your physical health but also nourish your spirit and relationships.,NONE,12,10,"ADU 1: You have engaged in a variety of meaningful activities over the past week that contribute to your wellbeing.
ADU 2: Your commitment to gardening, going for daily walks, and connecting with family through calls or visits shows a balanced approach to physical health, social interaction, and personal enjoyment.
ADU 3: Each of these activities plays an important role in your overall wellbeing.
ADU 4: Reflecting on your week, you can indeed recognize the importance of what you have done.
ADU 5: Your daily walks not only keep you active but also offer time for reflection and enjoyment of your surroundings.
ADU 6: Relaxing with a book or watching a movie provides recovery time, which is essential.
ADU 7: Furthermore, your weekly call with your children and your walks with friends strengthen your social bonds, bringing joy and support.
ADU 8: Each of these moments reflects the importance of connection and care in your life.
ADU 9: As you look back, remember that every small step counts.
ADU 10 [TARGET]: Your activities not only nurture your physical health but also nourish your spirit and relationships.
ADU 11: Keep embracing these experiences; they add purpose and joy to your days.
ADU 12: Your choices reflect a wonderful commitment to living well.",CLAIM,False
C,6,12,Your choices reflect a wonderful commitment to living well.,NONE,12,12,"ADU 1: You have engaged in a variety of meaningful activities over the past week that contribute to your wellbeing.
ADU 2: Your commitment to gardening, going for daily walks, and connecting with family through calls or visits shows a balanced approach to physical health, social interaction, and personal enjoyment.
ADU 3: Each of these activities plays an important role in your overall wellbeing.
ADU 4: Reflecting on your week, you can indeed recognize the importance of what you have done.
ADU 5: Your daily walks not only keep you active but also offer time for reflection and enjoyment of your surroundings.
ADU 6: Relaxing with a book or watching a movie provides recovery time, which is essential.
ADU 7: Furthermore, your weekly call with your children and your walks with friends strengthen your social bonds, bringing joy and support.
ADU 8: Each of these moments reflects the importance of connection and care in your life.
ADU 9: As you look back, remember that every small step counts.
ADU 10: Your activities not only nurture your physical health but also nourish your spirit and relationships.
ADU 11: Keep embracing these experiences; they add purpose and joy to your days.
ADU 12 [TARGET]: Your choices reflect a wonderful commitment to living well.",CLAIM,False
C,7,1,You have been engaging in a variety of activities that contribute positively to your wellbeing.,PREMISE,11,1,"ADU 1 [TARGET]: You have been engaging in a variety of activities that contribute positively to your wellbeing.
ADU 2: From gardening and daily walks to relaxing with a good book or watching TV, you are balancing physical, social, and recovery activities in a meaningful way.
ADU 3: Your commitment to connecting with family and friends through calls and walks shows the importance you place on social interactions, which enrich your life.
ADU 4: Reflecting on the past week, you have successfully fulfilled your motives by participating in these activities.
ADU 5: You enjoyed your weekly gardening session, which not only provided physical exercise but also brought you joy.
ADU 6: Your daily walks have kept you active, while your time spent reading and watching shows offered you moments of relaxation.
ADU 7: Additionally, your calls with your children and walks with friends have strengthened your social connections, making you feel valued and supported.
ADU 8: As you continue to engage in these fulfilling activities, remember that each one contributes to your overall happiness and health.
ADU 9: Embrace the joy they bring and the connections you nurture.
ADU 10: You are doing wonderfully, and your efforts are making a positive difference in your life.
ADU 11: Keep it up!",CLAIM,False
C,7,2,"From gardening and daily walks to relaxing with a good book or watching TV, you are balancing physical, social, and recovery activities in a meaningful way.",NONE,11,2,"ADU 1: You have been engaging in a variety of activities that contribute positively to your wellbeing.
ADU 2 [TARGET]: From gardening and daily walks to relaxing with a good book or watching TV, you are balancing physical, social, and recovery activities in a meaningful way.
ADU 3: Your commitment to connecting with family and friends through calls and walks shows the importance you place on social interactions, which enrich your life.
ADU 4: Reflecting on the past week, you have successfully fulfilled your motives by participating in these activities.
ADU 5: You enjoyed your weekly gardening session, which not only provided physical exercise but also brought you joy.
ADU 6: Your daily walks have kept you active, while your time spent reading and watching shows offered you moments of relaxation.
ADU 7: Additionally, your calls with your children and walks with friends have strengthened your social connections, making you feel valued and supported.
ADU 8: As you continue to engage in these fulfilling activities, remember that each one contributes to your overall happiness and health.
ADU 9: Embrace the joy they bring and the connections you nurture.
ADU 10: You are doing wonderfully, and your efforts are making a positive difference in your life.
ADU 11: Keep it up!",CLAIM,False
C,7,3,"Your commitment to connecting with family and friends through calls and walks shows the importance you place on social interactions, which enrich your life.",NONE,11,3,"ADU 1: You have been engaging in a variety of activities that contribute positively to your wellbeing.
ADU 2: From gardening and daily walks to relaxing with a good book or watching TV, you are balancing physical, social, and recovery activities in a meaningful way.
ADU 3 [TARGET]: Your commitment to connecting with family and friends through calls and walks shows the importance you place on social interactions, which enrich your life.
ADU 4: Reflecting on the past week, you have successfully fulfilled your motives by participating in these activities.
ADU 5: You enjoyed your weekly gardening session, which not only provided physical exercise but also brought you joy.
ADU 6: Your daily walks have kept you active, while your time spent reading and watching shows offered you moments of relaxation.
ADU 7: Additionally, your calls with your children and walks with friends have strengthened your social connections, making you feel valued and supported.
ADU 8: As you continue to engage in these fulfilling activities, remember that each one contributes to your overall happiness and health.
ADU 9: Embrace the joy they bring and the connections you nurture.
ADU 10: You are doing wonderfully, and your efforts are making a positive difference in your life.
ADU 11: Keep it up!",CLAIM,False
C,7,4,"Reflecting on the past week, you have successfully fulfilled your motives by participating in these activities.",NONE,11,4,"ADU 1: You have been engaging in a variety of activities that contribute positively to your wellbeing.
ADU 2: From gardening and daily walks to relaxing with a good book or watching TV, you are balancing physical, social, and recovery activities in a meaningful way.
ADU 3: Your commitment to connecting with family and friends through calls and walks shows the importance you place on social interactions, which enrich your life.
ADU 4 [TARGET]: Reflecting on the past week, you have successfully fulfilled your motives by participating in these activities.
ADU 5: You enjoyed your weekly gardening session, which not only provided physical exercise but also brought you joy.
ADU 6: Your daily walks have kept you active, while your time spent reading and watching shows offered you moments of relaxation.
ADU 7: Additionally, your calls with your children and walks with friends have strengthened your social connections, making you feel valued and supported.
ADU 8: As you continue to engage in these fulfilling activities, remember that each one contributes to your overall happiness and health.
ADU 9: Embrace the joy they bring and the connections you nurture.
ADU 10: You are doing wonderfully, and your efforts are making a positive difference in your life.
ADU 11: Keep it up!",CLAIM,False
